Prefix,Species,Full Name,DNA_URL,MITO_URL,GFF_URL,CDS_URL
Chafu1,Chaetomium funicola,'Chaetomium funicola MPI-SDFR-AT-0129 v1.0',https://genome.jgi.doe.gov/portal/Chafu1/download/Chafu1_AssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Chafu1/download/Chafu1_MitoAssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Chafu1/download/Chafu1_GeneCatalog_20190111.gff3.gz,https://genome.jgi.doe.gov/portal/Chafu1/download/Chafu1_GeneCatalog_CDS_20190111.fasta.gz
Chagl1,Chaetomium globosum,'Chaetomium globosum MPI-SDFR-AT-0079 v1.0',https://genome.jgi.doe.gov/portal/Chagl1/download/Chagl1_AssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Chagl1/download/Chagl1_MitoAssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Chagl1/download/Chagl1_GeneCatalog_20190501.gff3.gz,https://genome.jgi.doe.gov/portal/Chagl1/download/Chagl1_GeneCatalog_CDS_20190501.fasta.gz
Chagl_1,Chaetomium globosum,'Chaetomium globosum v1.0',https://genome.jgi.doe.gov/portal/Chagl_1/download/Chagl_1_assembly_scaffolds.fasta.gz,NO_mito_URL,https://genome.jgi.doe.gov/portal/Chagl_1/download/Chagl_1.filtered_proteins.Chagl_1_BroadGeneModels.gff3.gz,https://genome.jgi.doe.gov/portal/Chagl_1/download/Chagl_1_GeneModels_BroadGeneModels_cds.fasta.gz
Chame1,Chaetomium megalocarpum,'Chaetomium megalocarpum MPI-CAGE-AT-0009 v1.0',https://genome.jgi.doe.gov/portal/Chame1/download/Chame1_AssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Chame1/download/Chame1_MitoAssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Chame1/download/Chame1_GeneCatalog_20190111.gff3.gz,https://genome.jgi.doe.gov/portal/Chame1/download/Chame1_GeneCatalog_CDS_20190111.fasta.gz
Chain1,Chaetosphaeria innumera,'Chaetosphaeria innumera',https://genome.jgi.doe.gov/portal/Chain1/download/Chain1_AssemblyScaffolds.fasta.gz,NO_mito_URL,https://genome.jgi.doe.gov/portal/Chain1/download/Chain1.filtered_proteins.ExternalModels.gff3.gz,https://genome.jgi.doe.gov/portal/Chain1/download/Chain1_GeneCatalog_CDS_20130808.fasta.gz
CodFL1790_1,Chaetosphaeriaceae sp.,'Chaetosphaeriaceae sp. FL1790 v1.0',https://genome.jgi.doe.gov/portal/CodFL1790_1/download/CodFL1790_1_AssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/CodFL1790_1/download/CodFL1790_1_MitoAssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/CodFL1790_1/download/CodFL1790_1_GeneCatalog_20181025.gff3.gz,https://genome.jgi.doe.gov/portal/CodFL1790_1/download/CodFL1790_1_GeneCatalog_CDS_20181025.fasta.gz
Chalo1,Chalara longipes,'Chalara longipes BDJ v1.0',https://genome.jgi.doe.gov/portal/Chalo1/download/Chalo1_AssemblyScaffolds.fasta.gz,NO_mito_URL,https://genome.jgi.doe.gov/portal/Chalo1/download/Chalo1.filtered_proteins.FilteredModels1.gff3.gz,https://genome.jgi.doe.gov/portal/Chalo1/download/Chalo1_GeneCatalog_CDS_20130611.fasta.gz
Chiap1,Chionosphaera apobasidialis,'Chionosphaera apobasidialis 52639 v1.0',https://genome.jgi.doe.gov/portal/Chiap1/download/Chiap1_AssemblyScaffolds.fasta.gz,NO_mito_URL,https://genome.jgi.doe.gov/portal/Chiap1/download/Chiap1_GeneCatalog_genes_20150110.gff.gz,https://genome.jgi.doe.gov/portal/Chiap1/download/Chiap1_GeneCatalog_CDS_20150110.fasta.gz
Chicu1,Chionosphaera cuniculicola,'Chionosphaera cuniculicola CBS10063  v1.0',https://genome.jgi.doe.gov/portal/Chicu1/download/Chicu1_AssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Chicu1/download/Chicu1_MitoAssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Chicu1/download/Chicu1_GeneCatalog_20160411.gff3.gz,https://genome.jgi.doe.gov/portal/Chicu1/download/Chicu1_GeneCatalog_CDS_20160411.fasta.gz
Chocucu1,Choanephora cucurbitarum,'Choanephora cucurbitarum NRRL2744 (50) v1.0',https://genome.jgi.doe.gov/portal/Chocucu1/download/Chocucu1_AssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Chocucu1/download/Chocucu1_MitoAssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Chocucu1/download/Chocucu1_GeneCatalog_20180614.gff3.gz,https://genome.jgi.doe.gov/portal/Chocucu1/download/Chocucu1_GeneCatalog_CDS_20180614.fasta.gz
Chove1,Choiromyces venosus,'Choiromyces venosus 120613-1 v1.0',https://genome.jgi.doe.gov/portal/Chove1/download/Chove1_AssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Chove1/download/Chove1_MitochondrionScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Chove1/download/Chove1.filtered_proteins.FilteredModels1.gff3.gz,https://genome.jgi.doe.gov/portal/Chove1/download/Chove1_GeneCatalog_CDS_20131210.fasta.gz
Chylag1,Chytridium lagenaria,'Chytridium lagenaria Arg66 v1.0',https://genome.jgi.doe.gov/portal/Chylag1/download/Chylag1_AssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Chylag1/download/Chylag1_MitoAssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Chylag1/download/Chylag1_GeneCatalog_20170110.gff3.gz,https://genome.jgi.doe.gov/portal/Chylag1/download/Chylag1_GeneCatalog_CDS_20170110.fasta.gz
Chyhya1,Chytriomyces hyalinus,'Chytriomyces hyalinus JEL632 v1.0',https://genome.jgi.doe.gov/portal/Chyhya1/download/Chyhya1_AssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Chyhya1/download/Chyhya1_MitoAssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Chyhya1/download/Chyhya1_GeneCatalog_20180531.gff3.gz,https://genome.jgi.doe.gov/portal/Chyhya1/download/Chyhya1_GeneCatalog_CDS_20180531.fasta.gz
Chytri1,Chytriomyces sp.,'Chytriomyces sp. MP 71 v1.0',https://genome.jgi.doe.gov/portal/Chytri1/download/Chytri1_AssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Chytri1/download/Chytri1_MitoAssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Chytri1/download/Chytri1_GeneCatalog_20161010.gff3.gz,https://genome.jgi.doe.gov/portal/Chytri1/download/Chytri1_GeneCatalog_CDS_20161010.fasta.gz
Cirumb1,Circinella umbellata,'Circinella umbellata NRRL1351 v1.0',https://genome.jgi.doe.gov/portal/Cirumb1/download/Cirumb1_AssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Cirumb1/download/Cirumb1_MitoAssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Cirumb1/download/Cirumb1_GeneCatalog_20170119.gff3.gz,https://genome.jgi.doe.gov/portal/Cirumb1/download/Cirumb1_GeneCatalog_CDS_20170119.fasta.gz
Citma1,Citeromyces matritensis,'Citeromyces matritensis NRRL Y-2407',https://genome.jgi.doe.gov/portal/Citma1/download/Citma1_AssemblyScaffolds.fasta.gz,NO_mito_URL,https://genome.jgi.doe.gov/portal/Citma1/download/Citma1_GeneCatalog_20181210.gff3.gz,https://genome.jgi.doe.gov/portal/Citma1/download/Citma1_GeneCatalog_CDS_20181210.fasta.gz
Clapol1_1,Cladochytrium polystomum,'Cladochytrium polystomum WB228 v1.0',https://genome.jgi.doe.gov/portal/Clapol1_1/download/Clapol1_1_AssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Clapol1_1/download/Clapol1_1_MitoAssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Clapol1_1/download/Clapol1_1_GeneCatalog_20180327.gff3.gz,https://genome.jgi.doe.gov/portal/Clapol1_1/download/Clapol1_1_GeneCatalog_CDS_20180327.fasta.gz
Clagr3,Cladonia grayi,'Cladonia grayi Cgr/DA2myc/ss v2.0',https://genome.jgi.doe.gov/portal/Clagr3/download/Clagr3_AssemblyScaffolds.fasta.gz,NO_mito_URL,https://genome.jgi.doe.gov/portal/Clagr3/download/Clagr3.filtered_proteins.Maker.gff3.gz,https://genome.jgi.doe.gov/portal/Clagr3/download/Clagr3_GeneCatalog_CDS_20111121.fasta.gz
Claba1,Cladophialophora bantiana,'Cladophialophora bantiana CBS 173.52',https://genome.jgi.doe.gov/portal/Claba1/download/Claba1_AssemblyScaffolds.fasta.gz,NO_mito_URL,https://genome.jgi.doe.gov/portal/Claba1/download/Claba1_GeneCatalog_20160826.gff3.gz,https://genome.jgi.doe.gov/portal/Claba1/download/Claba1_GeneCatalog_CDS_20160826.fasta.gz
Claca1,Cladophialophora carrionii,'Cladophialophora carrionii CBS 160.54',https://genome.jgi.doe.gov/portal/Claca1/download/Claca1_AssemblyScaffolds.fasta.gz,NO_mito_URL,https://genome.jgi.doe.gov/portal/Claca1/download/Claca1_GeneCatalog_20160902.gff3.gz,https://genome.jgi.doe.gov/portal/Claca1/download/Claca1_GeneCatalog_CDS_20160902.fasta.gz
Claim1,Cladophialophora immunda,'Cladophialophora immunda CBS83496',https://genome.jgi.doe.gov/portal/Claim1/download/Claim1_AssemblyScaffolds.fasta.gz,NO_mito_URL,https://genome.jgi.doe.gov/portal/Claim1/download/Claim1_GeneCatalog_20160902.gff3.gz,https://genome.jgi.doe.gov/portal/Claim1/download/Claim1_GeneCatalog_CDS_20160902.fasta.gz
Claps1,Cladophialophora psammophila,'Cladophialophora psammophila CBS 110553',https://genome.jgi.doe.gov/portal/Claps1/download/Claps1_AssemblyScaffolds.fasta.gz,NO_mito_URL,https://genome.jgi.doe.gov/portal/Claps1/download/Claps1_GeneCatalog_20160902.gff3.gz,https://genome.jgi.doe.gov/portal/Claps1/download/Claps1_GeneCatalog_CDS_20160902.fasta.gz
Claye1,Cladophialophora yegresii,'Cladophialophora yegresii CBS 114405',https://genome.jgi.doe.gov/portal/Claye1/download/Claye1_AssemblyScaffolds.fasta.gz,NO_mito_URL,https://genome.jgi.doe.gov/portal/Claye1/download/Claye1_GeneCatalog_20160831.gff3.gz,https://genome.jgi.doe.gov/portal/Claye1/download/Claye1_GeneCatalog_CDS_20160831.fasta.gz
Clabul1,Cladorrhinum bulbillosum,'Cladorrhinum bulbillosum DJ3 v1.0',https://genome.jgi.doe.gov/portal/Clabul1/download/Clabul1_AssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Clabul1/download/Clabul1_MitoAssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Clabul1/download/Clabul1_GeneCatalog_20160908.gff3.gz,https://genome.jgi.doe.gov/portal/Clabul1/download/Clabul1_GeneCatalog_CDS_20160908.fasta.gz
Clafu1,Cladosporium fulvum,'Cladosporium fulvum v1.0',https://genome.jgi.doe.gov/portal/Clafu1/download/Clafu1_AssemblyScaffolds.fasta.gz,NO_mito_URL,https://genome.jgi.doe.gov/portal/Clafu1/download/Clafu1.filtered_proteins.ExternalModels.gff3.gz,https://genome.jgi.doe.gov/portal/Clafu1/download/Clafu1_GeneCatalog_CDS_20110826.fasta.gz
Clasph1,Cladosporium sphaerospermum,'Cladosporium sphaerospermum UM 843',https://genome.jgi.doe.gov/portal/Clasph1/download/Clasph1_AssemblyScaffolds.fasta.gz,NO_mito_URL,https://genome.jgi.doe.gov/portal/Clasph1/download/Clasph1_GeneCatalog_20160727.gff3.gz,https://genome.jgi.doe.gov/portal/Clasph1/download/Clasph1_GeneCatalog_CDS_20160727.fasta.gz
Clael1,Clathrospora elynae,'Clathrospora elynae CBS 161.51 v1.0',https://genome.jgi.doe.gov/portal/Clael1/download/Clael1_AssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Clael1/download/Clael1_MitochondrionScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Clael1/download/Clael1_FilteredModels1_deflines.gff3.gz,https://genome.jgi.doe.gov/portal/Clael1/download/Clael1_GeneCatalog_CDS_20140828.fasta.gz
Clapy1,Clavicorona pyxidata,'Clavicorona pyxidata HHB10654 v1.0',https://genome.jgi.doe.gov/portal/Clapy1/download/Clapy1_AssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Clapy1/download/Clapy1_MitochondrionScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Clapy1/download/Clapy1.filtered_proteins.FilteredModels1.gff3.gz,https://genome.jgi.doe.gov/portal/Clapy1/download/Clapy1_GeneCatalog_CDS_20140612.fasta.gz
Clalu1_2,Clavispora lusitaniae,'Clavispora lusitaniae ATCC 42720',https://genome.jgi.doe.gov/portal/Clalu1_2/download/Clalu1_2_AssemblyScaffolds.fasta.gz,NO_mito_URL,https://genome.jgi.doe.gov/portal/Clalu1_2/download/Clalu1_2_GeneCatalog_genes_20150216.gff.gz,https://genome.jgi.doe.gov/portal/Clalu1_2/download/Clalu1_2_GeneCatalog_CDS_20150216.fasta.gz
ClaPMI390,Clavulina sp.,'Clavulina sp. PMI_390 v1.0',https://genome.jgi.doe.gov/portal/ClaPMI390/download/ClaPMI390_AssemblyScaffolds.fasta.gz,NO_mito_URL,https://genome.jgi.doe.gov/portal/ClaPMI390/download/ClaPMI390_FilteredModels1_deflines.gff3.gz,https://genome.jgi.doe.gov/portal/ClaPMI390/download/ClaPMI390_GeneCatalog_CDS_20140716.fasta.gz
Clibor1,Climacocystis borealis,'Climacocystis borealis CliBor001 v1.0',https://genome.jgi.doe.gov/portal/Clibor1/download/Clibor1_AssemblyScaffolds.fasta.gz,NO_mito_URL,https://genome.jgi.doe.gov/portal/Clibor1/download/Clibor1_primary_alleles_20161206.gff3.gz,https://genome.jgi.doe.gov/portal/Clibor1/download/Clibor1_primary_alleles_CDS_20161206.fasta.gz
Cligib1,Clitocybe gibba,'Clitocybe gibba IJFM A808 v1.0',https://genome.jgi.doe.gov/portal/Cligib1/download/Cligib1_AssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Cligib1/download/Cligib1_MitoAssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Cligib1/download/Cligib1_primary_alleles_12092016.gff3.gz,https://genome.jgi.doe.gov/portal/Cligib1/download/Cligib1_primary_alleles_CDS_12092016.fasta.gz
Cont1119283,Clitocybe sp.,'Clitocybe sp. CONT 1119283 v1.0',https://genome.jgi.doe.gov/portal/Cont1119283/download/Cont1119283_AssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Cont1119283/download/Cont1119283_MitoAssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Cont1119283/download/Cont1119283_primary_alleles_20190417.gff3.gz,https://genome.jgi.doe.gov/portal/Cont1119283/download/Cont1119283_GeneCatalog_CDS_20190417.fasta.gz
Cloaq1,Clohesyomyces aquaticus,'Clohesyomyces aquaticus v1.0',https://genome.jgi.doe.gov/portal/Cloaq1/download/Cloaq1_AssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Cloaq1/download/Cloaq1_MitochondrionScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Cloaq1/download/Cloaq1_GeneCatalog_20160307.gff3.gz,https://genome.jgi.doe.gov/portal/Cloaq1/download/Cloaq1_GeneCatalog_CDS_20160307.fasta.gz
Cloro1,Clonostachys rosea,'Clonostachys rosea CBS125111 v1.0',https://genome.jgi.doe.gov/portal/Cloro1/download/Cloro1_AssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Cloro1/download/Cloro1_MitoScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Cloro1/download/Cloro1_GeneCatalog_genes_20150131.gff.gz,https://genome.jgi.doe.gov/portal/Cloro1/download/Cloro1_GeneCatalog_CDS_20150131.fasta.gz
Cocim1,Coccidioides immitis,'Coccidioides immitis RS ',https://genome.jgi.doe.gov/portal/Cocim1/download/Cocim1_AssemblyScaffolds.fasta.gz,NO_mito_URL,https://genome.jgi.doe.gov/portal/Cocim1/download/Cocim1.filtered_proteins.BroadModels.gff3.gz,https://genome.jgi.doe.gov/portal/Cocim1/download/Cocim1_GeneCatalog_CDS_20130907.fasta.gz
Cocba1,Coccodinium bartschii,'Coccodinium bartschii CBS 121709 v1.0',https://genome.jgi.doe.gov/portal/Cocba1/download/Cocba1_AssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Cocba1/download/Cocba1_MitochondrionScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Cocba1/download/Cocba1_GeneCatalog_genes_20140926.gff.gz,https://genome.jgi.doe.gov/portal/Cocba1/download/Cocba1_GeneCatalog_CDS_20140926.fasta.gz
Cocst1,Coccomyces strobi,'Coccomyces strobi CBS 202.91 v1.0',https://genome.jgi.doe.gov/portal/Cocst1/download/Cocst1_AssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Cocst1/download/Cocst1_MitochondrionScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Cocst1/download/Cocst1_GeneCatalog_20151128.gff3.gz,https://genome.jgi.doe.gov/portal/Cocst1/download/Cocst1_GeneCatalog_CDS_20151128.fasta.gz
Cocca1,Cochliobolus carbonum,'Cochliobolus carbonum 26-R-13 v1.0',https://genome.jgi.doe.gov/portal/Cocca1/download/Cocca1_AssemblyScaffolds.fasta.gz,NO_mito_URL,https://genome.jgi.doe.gov/portal/Cocca1/download/Cocca1.filtered_proteins.FilteredModels1.gff3.gz,https://genome.jgi.doe.gov/portal/Cocca1/download/Cocca1_GeneCatalog_CDS_20120427.fasta.gz
CocheC4_1,Cochliobolus heterostrophus,'Cochliobolus heterostrophus C4 v1.0',https://genome.jgi.doe.gov/portal/CocheC4_1/download/CocheC4_1_AssemblyScaffolds.fasta.gz,NO_mito_URL,https://genome.jgi.doe.gov/portal/CocheC4_1/download/CocheC4_1.filtered_proteins.FilteredModels1.gff3.gz,https://genome.jgi.doe.gov/portal/CocheC4_1/download/CocheC4_1_GeneCatalog_CDS_20110824.fasta.gz
CocheC5_3,Cochliobolus heterostrophus,'Cochliobolus heterostrophus C5 v2.0',https://genome.jgi.doe.gov/portal/CocheC5_3/download/CocheC5_3_AssemblyScaffolds.fasta.gz,NO_mito_URL,https://genome.jgi.doe.gov/portal/CocheC5_3/download/CocheC5_3.filtered_proteins.FilteredModels4.gff3.gz,https://genome.jgi.doe.gov/portal/CocheC5_3/download/CocheC5_3_GeneCatalog_CDS_20110901.fasta.gz
Coclu2,Cochliobolus lunatus,'Cochliobolus lunatus m118 v2.0',https://genome.jgi.doe.gov/portal/Coclu2/download/Coclu2_AssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Coclu2/download/Coclu2_MitochondrionScaffolds.fasta,https://genome.jgi.doe.gov/portal/Coclu2/download/Coclu2.filtered_proteins.FilteredModels1.gff3.gz,https://genome.jgi.doe.gov/portal/Coclu2/download/Coclu2_GeneCatalog_CDS_20120521.fasta.gz
Cocmi1,Cochliobolus miyabeanus,'Cochliobolus miyabeanus ATCC 44560 v1.0',https://genome.jgi.doe.gov/portal/Cocmi1/download/Cocmi1_AssemblyScaffolds.fasta.gz,NO_mito_URL,https://genome.jgi.doe.gov/portal/Cocmi1/download/Cocmi1.filtered_proteins.FilteredModels1.gff3.gz,https://genome.jgi.doe.gov/portal/Cocmi1/download/Cocmi1_GeneCatalog_CDS_20120427.fasta.gz
Cocsa1,Cochliobolus sativus,'Cochliobolus sativus ND90Pr v1.0',https://genome.jgi.doe.gov/portal/Cocsa1/download/Cocsa1_AssemblyScaffolds.fasta.gz,NO_mito_URL,https://genome.jgi.doe.gov/portal/Cocsa1/download/Cocsa1.filtered_proteins.FilteredModels1.gff3.gz,https://genome.jgi.doe.gov/portal/Cocsa1/download/Cocsa1_GeneCatalog_CDS_20110610.fasta.gz
Cocvi1,Cochliobolus victoriae,'Cochliobolus victoriae FI3 v1.0',https://genome.jgi.doe.gov/portal/Cocvi1/download/Cocvi1_AssemblyScaffolds.fasta.gz,NO_mito_URL,https://genome.jgi.doe.gov/portal/Cocvi1/download/Cocvi1.filtered_proteins.FilteredModels1.gff3.gz,https://genome.jgi.doe.gov/portal/Cocvi1/download/Cocvi1_GeneCatalog_CDS_20120501.fasta.gz
Coemoj1,Coemansia mojavensis,'Coemansia mojavensis RSA 71 v1.0',https://genome.jgi.doe.gov/portal/Coemoj1/download/Coemoj1_AssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Coemoj1/download/Coemoj1_MitochondrionScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Coemoj1/download/Coemoj1_GeneCatalog_20180326.gff3.gz,https://genome.jgi.doe.gov/portal/Coemoj1/download/Coemoj1_GeneCatalog_CDS_20180326.fasta.gz
Coere1,Coemansia reversa,'Coemansia reversa NRRL 1564 v1.0',https://genome.jgi.doe.gov/portal/Coere1/download/Coere1_AssemblyScaffolds.fasta.gz,NO_mito_URL,https://genome.jgi.doe.gov/portal/Coere1/download/Coere1.filtered_proteins.FilteredModels1.gff3.gz,https://genome.jgi.doe.gov/portal/Coere1/download/Coere1_GeneCatalog_CDS_20110909.fasta.gz
Coespi1,Coemansia spiralis,'Coemansia spiralis RSA 1278 v1.0',https://genome.jgi.doe.gov/portal/Coespi1/download/Coespi1_AssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Coespi1/download/Coespi1_MitoAssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Coespi1/download/Coespi1_GeneCatalog_20170411.gff3.gz,https://genome.jgi.doe.gov/portal/Coespi1/download/Coespi1_GeneCatalog_CDS_20170411.fasta.gz
Cokrec1,Cokeromyces recurvatus,'Cokeromyces recurvatus NRRL 2243 v1.0',https://genome.jgi.doe.gov/portal/Cokrec1/download/Cokrec1_AssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Cokrec1/download/Cokrec1_MitoAssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Cokrec1/download/Cokrec1_GeneCatalog_20170123.gff3.gz,https://genome.jgi.doe.gov/portal/Cokrec1/download/Cokrec1_GeneCatalog_CDS_20170123.fasta.gz
Colab1,Colletotrichum abscissum,'Colletotrichum abscissum IMI 504890',https://genome.jgi.doe.gov/portal/Colab1/download/Colab1_AssemblyScaffolds.fasta.gz,NO_mito_URL,https://genome.jgi.doe.gov/portal/Colab1/download/Colab1_GeneCatalog_20180729.gff3.gz,https://genome.jgi.doe.gov/portal/Colab1/download/Colab1_GeneCatalog_CDS_20180729.fasta.gz
Colac2,Colletotrichum acutatum,'Colletotrichum acutatum CBS 112980 v2.0',https://genome.jgi.doe.gov/portal/Colac2/download/Colac2_AssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Colac2/download/Colac2_MitoAssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Colac2/download/Colac2_GeneCatalog_20170414.gff3.gz,https://genome.jgi.doe.gov/portal/Colac2/download/Colac2_GeneCatalog_CDS_20170414.fasta.gz
Colca1,Colletotrichum caudatum,'Colletotrichum caudatum CBS131602 v1.0',https://genome.jgi.doe.gov/portal/Colca1/download/Colca1_AssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Colca1/download/Colca1_MitochondriumScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Colca1/download/Colca1_GeneCatalog_20170126.gff3.gz,https://genome.jgi.doe.gov/portal/Colca1/download/Colca1_GeneCatalog_CDS_20150403.fasta.gz
Colce1,Colletotrichum cereale,'Colletotrichum cereale CBS 129662 v1.0',https://genome.jgi.doe.gov/portal/Colce1/download/Colce1_AssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Colce1/download/Colce1_MitoAssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Colce1/download/Colce1_GeneCatalog_20161230.gff3.gz,https://genome.jgi.doe.gov/portal/Colce1/download/Colce1_GeneCatalog_CDS_20161230.fasta.gz
Colch1,Colletotrichum chlorophyti,'Colletotrichum chlorophyti NTL11',https://genome.jgi.doe.gov/portal/Colch1/download/Colch1_AssemblyScaffolds.fasta.gz,NO_mito_URL,https://genome.jgi.doe.gov/portal/Colch1/download/Colch1_GeneCatalog_20180729.gff3.gz,https://genome.jgi.doe.gov/portal/Colch1/download/Colch1_GeneCatalog_CDS_20180729.fasta.gz
Colco1,Colletotrichum costaricense,'Colletotrichum costaricense IMI 309622',https://genome.jgi.doe.gov/portal/Colco1/download/Colco1_AssemblyScaffolds.fasta.gz,NO_mito_URL,https://genome.jgi.doe.gov/portal/Colco1/download/Colco1_GeneCatalog_20180729.gff3.gz,https://genome.jgi.doe.gov/portal/Colco1/download/Colco1_GeneCatalog_CDS_20180729.fasta.gz
Colcu1,Colletotrichum cuscutae,'Colletotrichum cuscutae IMI 304802',https://genome.jgi.doe.gov/portal/Colcu1/download/Colcu1_AssemblyScaffolds.fasta.gz,NO_mito_URL,https://genome.jgi.doe.gov/portal/Colcu1/download/Colcu1_GeneCatalog_20180803.gff3.gz,https://genome.jgi.doe.gov/portal/Colcu1/download/Colcu1_GeneCatalog_CDS_20180803.fasta.gz
Coler1,Colletotrichum eremochloae,'Colletotrichum eremochloae CBS129661 v1.0',https://genome.jgi.doe.gov/portal/Coler1/download/Coler1_AssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Coler1/download/Coler1_MitochondrionScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Coler1/download/Coler1_GeneCatalog_20170126.gff3.gz,https://genome.jgi.doe.gov/portal/Coler1/download/Coler1_GeneCatalog_CDS_20141231.fasta.gz
Colfa1,Colletotrichum falcatum,'Colletotrichum falcatum MAFF306170 v1.0',https://genome.jgi.doe.gov/portal/Colfa1/download/Colfa1_AssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Colfa1/download/Colfa1_MitochondrionScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Colfa1/download/Colfa1_GeneCatalog_20170126.gff3.gz,https://genome.jgi.doe.gov/portal/Colfa1/download/Colfa1_GeneCatalog_CDS_20141228.fasta.gz
Colfi1,Colletotrichum fioriniae,'Colletotrichum fioriniae PJ7',https://genome.jgi.doe.gov/portal/Colfi1/download/Colfi1_AssemblyScaffolds.fasta.gz,NO_mito_URL,https://genome.jgi.doe.gov/portal/Colfi1/download/Colfi1_GeneCatalog_20160218.gff3.gz,https://genome.jgi.doe.gov/portal/Colfi1/download/Colfi1_GeneCatalog_CDS_20160218.fasta.gz
Colgo1,Colletotrichum godetiae,'Colletotrichum godetiae CBS 193.32 v1.0',https://genome.jgi.doe.gov/portal/Colgo1/download/Colgo1_AssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Colgo1/download/Colgo1_MitoAssemblyScaffolds.fasta.gz,https://genome.jgi.doe.gov/portal/Colgo1/download/Colgo1_GeneCatalog_20160414.gff3.gz,https://genome.jgi.doe.gov/portal/Colgo1/download/Colgo1_GeneCatalog_CDS_20160414.fasta.gz
Colgr1,Colletotrichum graminicola,'Colletotrichum graminicola M1.001',https://genome.jgi.doe.gov/portal/Colgr1/download/Colgr1_AssemblyScaffolds.fasta.gz,NO_mito_URL,https://genome.jgi.doe.gov/portal/Colgr1/download/Colgr1.filtered_proteins.ExternalModels.gff3.gz,https://genome.jgi.doe.gov/portal/Colgr1/download/Colgr1_GeneCatalog_CDS_20130906.fasta.gz
